Streckennummer:;Anfangkm:;Endekm:;Streckenname:
5705;-426;18.505;Bad Endorf (Oberbay). W 29 - Obing. Gl 1. G-Bahn
5706;67;10.006;Prien am Chiemsee. Gl 6 - Aschau (Chiemgau)
5707;0;1.352;Abzw Rosenheim Ost. W 600 - Abzw Rosenheim Süd. W 503
5708;0;100;ehemalige Strecke - Glan Raubling - Kollerfilze
5710;-561;24.913;Grafing Bahnhof. W 13 - Wasserburg (Inn) Bahnhof. W 22
5711;-319;4.450;Wasserburg (Inn) Bahnhof. W 28 - ehem. Wasserburg (Inn) Stadt. Gl 1
5720;230;38.878;Neumarkt-St Veit. W 43 - Landshut (Bay) Hbf
5721;-454;20.587;Dorfen Bahnhof. W 2 - Velden (Vils). Gl 2. G-Bahn
5722;-435;18.140;Thann-Matzbach. W 1 - Haag (Oberbay)
5723;0;65.910;Mühldorf (Oberbay) - Freilassing. W 107
5724;0;100;ehemalige Strecke - Wiesmühl - Tittmoning
5725;6.440;32.346;Tüssling. W 1 - Burghausen (Oberbay)
5726;0;1.600;Burghausen (Oberbay). W 1 - Werkbf Wackerwerk (Glan). G-Bahn
5727;19.077;28.115;Tutting - Pocking. W 16. G-Bahn
5728;-227;3.603;Tutting. W 1 - Rotthalmünster. G-Bahn
5730;-365;34.410;Traunstein. W 51 - Garching. W 3
5731;427;4.210;Hörpolding. W 17 - BD-Grenze (Traunreut. Siemens) G-Bahn
5732;-279;8.160;Übersee. W 308 - Marquartstein. Gl 2a
5733;-355;13.382;Traunstein. W 66 - Ruhpolding. Gl 2a
5734;8;10.590;Traunstein (Hufschlag). W 103 - Waging. Gl 1
5740;-368;14.855;Freilassing. W 103 - Bad Reichenhall
5741;0;19.129;Bad Reichenhall - Berchtesgaden Hbf
5742;-218;1.555;Berchtesgaden Hbf. W 1 - Berchtesgaden. Salzbergwerk. G-Bahn
5743;0;4.410;Berchtesgaden Königsseer Bf - Königssee (Oberbay)
5800;-233;67.219;Schwandorf. W 402 - Furth im Wald
5801;184.102;190.829;(DB-Grenze) - Furth im Wald
5802;-405;28.175;Bodenwöhr Nord. W 355 - Rötz. G-Bahn
5803;271;10.820;Bodenwöhr Nord. W 308 - Nittenau. Gl 1. G-Bahn
5804;-302;46.058;Nabburg. W 21 - Schönsee (Oberpf). G-Bahn
5810;-237;22.100;Cham (Oberpf). W 44 - Waldmünchen. Gl 1
5811;2.595;22.564;Cham (Oberpf). W 70 - Kötzting
5812;-255;49.740;Straubing. W 59 - Miltach. W 5
5820;-320;14.884;Zwiesel (Bay). W 32 - Bodenmais. Gl 2
5821;-358;31.694;Zwiesel (Bay). W 33 - Grafenau. Gl 1
5830;0;109.796;Passau Hbf - Obertraubling. W 5 und W 6
5831;79.636;81.213;(DB-Grenze) - Passau Hbf
5832;2.566;94.995;Passau Hbf. W 400 - Neumarkt-St. Veit (Elsenbach). W 1
5833;0;11.017;Vilshofen (Niederbay) - Ortenburg (Niederbay). G-Bahn
5834;0;12.572;Vilshofen (Niederbay) - Aidenbach
5840;2.708;49.815;Passau Hbf. W 404 - Freyung. Gl 2. G-Bahn
5841;-248;54.245;Deggendorf Hbf. W 25 - Kalteneck. W 1. G-Bahn
5842;-361;26.910;Waldkirchen (Niederbay). W 2 - Haidmühle (N-bay) (DB-Grenze). G-Bahn  hn
5843;795;25.231;(Passau Hbf) Abzw Voglau - Hauzenberg. Gl 2. G-Bahn
5844;287;20.163;Erlau (b Passau). W 9 - Wegscheid (Niederbay). G-Bahn
5850;-310;100.567;Regensburg Hbf. W 48 - Nürnberg Hbf
5851;3.124;74.295;Regensburg Hbf. Stw 6. W 455 - Ingolstadt Hbf. W 213
5852;-375;4.264;Sinzing (b Regensburg) - Alling
5853;557;5.956;Saal (Donau). W 29 - Kelheim (Glan). G-Bahn
5854;-340;2.312;Regensburg Hbf. W 81 - BD-Grenze(Regensburg Hafen)
5855;-1.999;907;Regensburg Ost. W 192 - BD-Grenze(Reg-Petroleum-Hafen).H-Bahn
5860;-543;86.615;Regensburg Hbf. W 90 - Weiden (Oberpf)
5861;-765;1.796;Regensburg Ost. W 3 - Abzw Hafenbrücke. W 1. G-Bahn
5862;2.577;23.518;Regensburg-Walhallastraße - Wörth (Donau)
5863;-218;35.573;Regensburg-Wutzlhofen - Falkenstein (Oberpf)
5864;-1.006;7.147;Maxhütte-Haidhof. W 203 - Burglengenfeld. Gl 1. G-Bahn
5900;0;62.372;Nürnberg Hbf - Bamberg
5901;-292;1.653;Nürnberg Hbf. W 9 - Abzw Kohlenhof. W 400
5902;0;80.079;Nürnberg Hbf - Schnelldorf
5903;0;140.589;Nürnberg Hbf - Schirnding (DB-Grenze)
5904;283;90.290;Nürnberg Hbf. W 9 - Irrenlohe. W 3
5905;-363;33.090;Nürnberg-Stein - Unternbibert-Rügland
5906;0;762;Nürnberg Hgbf. W 661 - Nürnberg Hgbf. Gl 16. G-Bahn
5910;-434;94.579;Fürth (Bay) Hbf. W 150 - Würzburg Hbf
5911;-290;12.891;Fürth (Bay) Hbf. W 144 - Cadolzburg. Gl 5
5912;-22;1.402;Abzw Nürnberg-Muggenhof. W 739 - Fürth (Bay) Hbf. W 2. G-Bahn
5913;-266;17.721;Siegelsdorf. W 3 - Markt Erlbach. Gl 2
5914;82;15.321;Neustadt (Aisch) Bahnhof. Gl 5 - Bad Windsheim
5915;52;15.397;Neustadt (Aisch) Bahnhof - Demantsfürth-Ühlfeld
5916;-174;9.015;Erlangen-Bruck. W 3 - Herzogenaurach. Gl 2. G-Bahn
5917;0;2.430;Frauenaurach (Glan). W 551 - Lände Erlangen. H-Bahn
5918;0;2.540;Fürth-Unterfürberg (Glan). W 403 - Lände Atzenhof. H-Bahn
5919;;;Gröbers - Leipzig Hbf
5920;483;28.143;Nürnberg Nordost. W 6 - Gräfenberg. Gl 1
5921;-47;4.484;Nürnberg Nordost - Abzw Eichelberg
5922;-324;3.975;Nürnberg Ost. W 77 - Nür-Dutzendteich. Gl 306. G-Bahn
5923;-327;12.160;Nürnberg Ost. W 12 - Nür-Großmarkt. G-Bahn
5924;-788;3.648;Nürnberg-Mögeldorf. W 25 - Nür-Dutzendteich. Gl 307. G-Bahn
5925;-297;10.218;Neunkirchen a Sand. W 528 - Simmelsdorf-Hüttenbach. Gl 1
5926;-334;5.154;Hersbruck (rechts Pegnitz). W 5 - Pommelsbrunn. W 403
5927;0;8.460;Ranna - Auerbach (Oberpf)
5930;-383;37.180;Neumarkt (Oberpf) - Dietfurt (Altmühl)
5931;-122;9.864;Greißelbach - Freystadt (Oberpf)
5932;-118;14.892;Burgthann - Allersberg
5933;-631;11.707;Feucht. W 135 - Altdorf (b Nürnberg). Gl 1
5934;9.429;86.971;Abzw Reichswald. W 45 - Ingolstadt Nord. W 180 (Planungstitel)
5940;1.035;2.131;Nürnberg-Eibach. Kanalbrücke. W 79 - Abzw Hohe Marter. W 591. G-Bahn
5941;0;4.060;Nürnberg-Eibach. W 63 - Nür Hafen (Glan). Gl 10. H-Bahn
5942;-35;4.148;Nürnberg Rbf. Ausf. W 337 - Nür-Eibach. W 53. G-Bahn
5943;1.426;7.115;Nürnberg Rbf. Minervabrücke - Nür-Reichelsdorf. W 2. G-Bahn
5944;-60;39.365;Roth. W 21 - Greding
5945;-148;7.082;Georgensgmünd. W 232 - Spalt. Gl 2. G-Bahn
5946;0;3.180;Nür.-Eibach. Hafenbf. (Glan). W 2 - Nürnbg Hafen. Gl 1. H-Bahn
5947;0;100;Roth - Fischbach (bei Nürnberg)
5950;-3;10.659;Nürnberg Rbf. Ausf. W 326 - Fürth (Bay) Hbf. W 165. G-Bahn
5951;-3;5.519;Nürnberg Rbf. Ausf. W 326 - Nür-Stein. W 75. G-Bahn
5952;1.651;5.939;Nürnberg Rbf. Minervabrücke. W 545 - Nür Hgbf. W 406. G-Bahn
5953;3.653;4.395;Abzw Viehhof. W 1 - Nür Viehhof (Glan). Gl 10. G-Bahn
5954;-35;4.163;Nürnberg Rbf. Ausf. W 337 - Heizkraftwerk Sandreuth(Glan). G-Bahn
5960;0;5.149;Nürnberg Rbf. Minervabrücke - Nür Rbf. Einf Gl 7 v. G-Bahn
5961;-225;3.470;Nürnberg Rbf. W 118 - Nür Langwasser. W 665. G-Bahn
5962;0;8.595;Nürnberg Rbf. Gl 303/304 - Nür-Dutzendteich. Gl 306/307
5963;0;8.291;Nürnberg Rbf. Gl 352 - Fischbach (b Nürnberg). W 6. G-Bahn
5964;-189;3.322;Nürnberg Rbf.Minervabrücke.W 561 - Nür Rbf.Einf.W 102(ü.Gl 763).G-Bahn
5965;-51;2.889;Nürnberg Rbf.Minervabrücke.W 535 - Nür Rbf.Einf.W 117(ü.Gl 761).G-Bahn
5970;1.226;12.678;Nürnberg-Dürrenhof. W 922  - Feucht. W 112. S-Bahn
5971;0;25.602;Nürnberg Hbf - Roth. S-Bahn (Planungstitel)
6001;0;2.075;Berlin-Pankow - Schönhauser Allee. S-Bahn
6002;0;22.676;Berlin Nordbahnhof - Bernau (b Berlin). S-Bahn
6003;0;2.872;Berlin Ostbahnhof - Ostkreuz. Stw Okn. W 4. S-Bahn
6004;-160;24.400;Berlin Ostbahnhof. W 24 - Erkner. S-Bahn
6005;10.077;11.395;Berlin-Blankenburg. W 33 - Abzw Karow West. W 1.S-Bahn
6006;748;27.739;Abzw Warschauer Straße - Strausberg. S-Bahn
6007;-153;27.845;Ostkreuz. W 3 - Königs Wusterhausen. S-Bahn
6008;-32;5.965;Grünauer Kreuz Südost. W 111 - Flughafen Berlin-Schönefeld. S-Bahn
6009;1.491;12.976;Abzw Karow West. W 1 - Bergfelde (b Berlin). S-Bahn
6010;-106;2.937;Hohen Neuendorf (b Berlin). W 7 - Bergfelde (b Berlin). S-Bahn
6011;6.958;14.280;Friedrichsfelde Ost. W 61 - Ahrensfelde. S-Bahn
6012;8.959;14.900;Springpfuhl. W 70 - Wartenberg. S-Bahn
6013;127;3.048;Berlin-Charlottenburg - Berlin Grunewald. W 266. G-Bahn
6014;10.970;14.290;Berlin-Charlottenburg. W 16 - Westend. S-Bahn
6015;0;2.000;Berlin-Grünau - Berlin-Wendenheide (nur Brücken)
6017;0;5.000;Putlitzstraße - Potsdamer Platz. S-Bahn (Planungatitel)
6018;0;3.000;Bornholmer Straße - Schönhauser Allee. S-Bahn (Planungstitel)
6019;100;32.000;Berlin-Wedding - Berlin Lehrter Bf
6020;0;36.966;Berlin-Moabit - Berlin-Moabit. Ring S-Bahn
6021;128;3.815;Berlin-Neukölln. W 16 - Baumschulenweg. W 14. S-Bahn
6022;325;4.464;Jungfernheide. W 1 - Berlin-Gartenfeld. S-Bahn
6023;11.366;13.199;Berlin-Charlottenburg. W 41 - Berlin-Halensee. W 30. S-Bahn
6024;0;32.980;Berlin Ostbahnhof - Potsdam Stadt. S-Bahn
6025;12.246;21.912;Westkreuz (Stadtbahn). W 1 - Berlin-Spandau West. S-Bahn
6027;14.898;16.365;Heerstraße. W 1 - Olympiastadion. S-Bahn
6028;4.200;5.300;Berlin-Schönholz. W 83 - Alt-Reinickendorf. Stw Tga. S-Bahn
6030;1.648;27.370;Bornholmer Straße - Oranienburg. S-Bahn
6032;0;7.630;Berlin Nordbahnhof - Berlin-Schöneberg. S-Bahn
6033;0;18.988;Wannsee Bf - Berlin-Wannsee. W 97. S-Bahn
6034;4.200;5.600;Berlin Anhalter Bf - Yorckstraße. S-Bahn
6035;1.039;20.000;Yorckstraße --Mariendorf. W 110-- - Blankenfelde (Kr Zossen). S-Bahn
6036;4.863;24.350;Priesterweg. W 1 - Ludwigsfelde. S-Bahn
6037;16.368;19.385;Mahlow. W 19 - Blankenfelde (Kr Zossen). S-Bahn
6038;23;5.860;Berlin-Wannsee - Stahnsdorf. S-Bahn
6040;72;2.250;Berlin Görlitzer Gbf. Stw Vrf - Berlin-Treptow Gbf
6041;2.646;3.400;Berlin-Kolonnenstraße. W 10 - Papestrße. Stw Vdp. W ... S-Bahn
6042;806;3.469;Berlin-Grunewald. Stw Gdo - Westend. W 2. G-Bahn
6043;0;3.460;Berlin Potsdamer Ringbahnhof - Papestraße. Stw Vp. S-Bahn
6045;-1.564;4.022;Hermannstraße. Gl 33 - Baumschulenweg. G-Bahn
6050;1.782;6.866;Halle (Saale) Steintorbahnhof. W 702 - Halle-Trotha. W 25
6051;163;3.109;Halle (Saale) Hbf Abzw Aw. W 4 - Abzw Saalebrücke. W 8
6052;456;4.873;Leipzig-Plagwitz. W 55 - Leipzig-Grünau
6053;;;Halle Hbf - Gröbers
6062;0;1.700;Bln Grunewald. Stw Gdo. W 178 - Bln Grunewald. Stw Gds. W 440. G-Bahn
6067;840;8.895;Abzw Biesdorfer Kreuz Nord - Abzw Karow Ost
6068;62.733;77.867;Golm - Priort
6069;30.010;31.061;Abzw Biesdorfer Kreuz Süd. W 2 - Abzw Biesdorfer Kreuz West. W 25
6070;3.856;10.826;Berlin-Rummelsburg (Vnk). W 1 - Biesdorfer Kreuz Nord. W 76
6071;4.642;7.628;Berlin-Lichtenberg. W 306 - Berlin-Wuhlheide Rbf. Stw Bsw. W 28
6072;3.865;13.839;Berlin-Lichtenberg. W 164 - Ahrensfelde. W 36
6073;29.962;31.061;Biesdorfer Kreuz West - Abzw Biesdorfer Kr Mitte (Planungst)
6074;-22;1.927;Biesdorfer Kreuz Nord. W 73 - Abzw Biesdorfer Kreuz Ost. W 55
6075;-32;1.251;Abzw Biesdorfer Kreuz Mitte. W 14 - Abzw Biesdorfer Kreuz Ost. W 56
6076;-42;2.474;Abzw Biesdorfer Kreuz Süd. W 3 - Abzw Biesdorfer Kreuz Südost. W 51
6077;0;1.781;Abzw Biesdorfer Kreuz Südost - Abzw Biesdf Kr Südwest_(Planungst)
6078;0;82.996;Berlin Wriezener Gbf - Kietz Grenzbf (DB-Grenze)
6079;-117;9.060;Strausberg. W 37 - Strausberg Nord
6080;25.000;35.100;Eichgestell. Stw Egw - Abzw Biesdorfer Kreuz Nord
6081;0;240.756;Berlin Gesundbrunnen --Eberswalde-- - Stralsund
6082;-16;1.674;Berlin-Blankenburg. W 50 - Abzw Karow West. W 3
6083;260;1.639;Berlin-Karow. W 3 - Abzw Karow West. W 7
6084;-257;1.034;Abzw Karow Ost. W 6 - Berlin-Karow. W 1
6085;-258;1.853;Abzw Karow Ost. W 3 - Berlin-Blankenburg. W 44
6086;6.627;9.355;Berlin-Pankow. W 346 - Berlin-Blankenburg. W 49
6087;0;41.700;Abzw Karow Ost - Priort
6088;0;222.593;Bln Gesundbrunnen --Neubrandenbg-- - Stralsund
6089;230;2.931;Birkenwerder (b Berlin). W 1 - Hohen Neuendorf West. W 22
6090;-3.075;0;Hohen Neuendorf West. W 124 - Hohen Neuendorf
6091;32;2.597;Birkenwerder (b Berlin). W 4 - Schönfließ. W 105
6092;0;2.970;Hohen Neuendorf - Schönfließ. W 107
6093;-762;952;Hennigsdorf (b Berlin). W 62 - Abzw Hennigsdorf Nord Hdo. W 5
6096;-1.204;1.649;Hennigsdorf (b Berlin). W 5 - Abzw Hennigsdorf Nord Hdw. W 17
6098;-71;1.234;Abzw Finkenkrug. W 124 - Falkenhagen (Kr Nauen). W 30
6099;-54;1.313;Brieselang. W 141 - Falkenhagen (Kr Nauen). W 34
6100;12.581;293.170;Berlin-Spandau - Hamburg-Altona                                     ab km 236.475 alte Strecke 1140
6101;-50;1.783;Brieselang. W 143 - Abzw Hasselberg. W 43
6102;1.432;4.481;Abzw Wustermark Awf. W 56 - Wustermark. W 45
6103;0;3.442;Abzw Wustermark Awf. W 53 - Wustermark Rbf. W 388
6104;-21;2.414;Priort. W 71 - Wustermark Rbf. W 228
6105;75.150;90.857;Priort. W 11 - Nauen. W 59
6106;0;2.890;Berlin Hamburger und Lehrter Bf - Berlin-Moabit
6107;0;249.908;Berlin Lehrter Bf - NL-Grenze km 37.0 - Stendal - Oebisfelde - NL-Grenze km 168.960 - Lehrte. W 403                          ab km 168.938 alte Strecke 1950
6108;25.123;30.683;Wustermark Rbf. W 386 - Wustermark. W 46
6109;0;20.560;Berlin Ostbahnhof - Berlin-Spandau. W 4
6110;21.248;171.676;Griebnitzsee. W 5 - NL-Grenze km 37.9 - Eilsleben (b Magdeburg)
6111;-29;1.084;Lienewitz. Abzw Lia. W 498 - Seddin Süd. Ssw. W 480
6112;-115;3.000;Abzw Wildpark West. W 4 - Werder (Havel). W 1
6113;-32;648;Abzw Wildpark Süd. W 6 - Abzw Wildpark Ost. W 5
6114;57;1.696;Abzw Wilhelmshorst. W 101 - Nesselgrund. W 105
6115;39.829;63.762;Beelitz Stadt. W 1. --Wildpark-- - Golm. W 5
6116;0;14.688;Golm --Abzw Wildpark West-- - Saarmund. W 5
6117;0;7.770;Michendorf - Saarmund. W 5
6118;-524;188.652;Berlin-Charlottenburg. W 13 - NL-Grenze km 75.0 - Blankenheim Trennungsbf. W 32
6119;29.986;35.598;Michendorf. W 186 - Seddin. Abzw Bea. W 495
6120;33.730;34.802;Seddin Süd. W 660 - Beelitz-Heilstätten. W 486
6121;1.264;3.082;Beelitz-Heilstätten. W 702 - Lienewitz. Abzw Lia. W 496
6122;28.521;31.173;Michendorf - Seddin. W 223
6123;13;2.006;Lienewitz. Abzw Lia. W 497 - Seddin. W 468
6124;31.173;33.423;Seddin. W 223 - Seddin. W 468
6125;3.400;6.496;Berlin-Schöneberg - Berlin-Steglitz. W 27. G-Bahn
6126;7.770;44.217;Saarmund. W 5 - Eichgestell. Stw Egw
6127;16.092;19.648;Genshagener Heide. W 7 - Großbeeren. W 36
6128;20.838;24.350;Genshagener Heide. W 60 - Ludwigsfelde. Vorortgleis
6129;-28;5.726;Genshagener Heide. W 29 - Genshagener Heide. Birkengd S. W 66
6130;35;1.382;Genshagener Heide. W 12 - Genshagener Heide Nord. W 51
6131;-221;1.873;Genshagener Heide. Birkeng S. W 65 - Genshagener Heide Ost. W 38
6132;70;161.646;Berlin Anhalter Bf - NL-Grenze km 67.6 - Halle (Saale) Hbf. Gl 4W
6133;63.427;142.007;Jüterbog. W 153 - NL-Grenke km 78.4 - Falkenberg (Elster) - Abzw Zeithain Bogendreieck. W 2
6134;0;10.000;Berlin-Moabit - Berlin-Papestraße. N-S Fernbahn (Planungstitel)
6135;3.516;124.550;Papestraße. W 361 - Abzw. Mariendorf - NL-Grenze km 110.0 - Elsterwerda
6136;32;1.335;Abzw Glasower Damm Süd. W 313 - Abzw Glasower Damm West. W 103
6137;27.737;36.105;Abzw Glasower Damm Ost. W 211 - Flughafen Berlin-Schönefeld. W 32
6138;17.225;19.223;Abzw Glasower Damm Ost. W 204 - Abzw Glasower Damm Süd. W 317
6139;-44;1.815;Ostkreuz. Stw Okn. W 8 - Berlin-Lichtenberg. W 188
6140;-13;4.189;Berlin Frankfurter Allee. W 67 - Berlin-Rummelsburg Rbf. W 181
6141;1.459;3.819;Bornholmer Straße - Schönhauser Allee. Vpr
6142;0;208.665;Berlin Görlitzer Bf - Abzw. Treptower Park - NL-Grenze km 150.000 - Görlitz. W 44
6143;-318;4.158;Berlin-Schöneweide Pbf. W 47 - Berlin-Spindlersfeld
6144;-160;3.496;Berlin-Schöneweide. W 355 - Berlin-Wendenheide. W 3
6145;-20;1.422;Abzw Grünauer Kreuz West. W 25 - Abzw Grünauer Kreuz Süd. W 12
6146;-26;1.489;Berlin-Grünau. W 100 - Abzw Grünauer Kreuz Süd. W 13
6147;-153;2.278;Berlin-Grünau. W 102 - Abzw Grünauer Kreuz Nord. W 6
6148;25.762;27.368;Eichgestell. Stw Egb. W 15 - Abzw Stadtforst. W 1
6149;-10;1.610;Berlin-Wuhlheide Rbf. W 521 - Abzw Stadtforst. W 2
6150;-79;1.006;Abzw Ostendgestell. W 5 - Eichgestell. Stw Egb. W 19
6152;-210;3.871;Berlin Ostbahnhof. W 5 - Berlin-Rummelsburg (Vnk). W 4
6153;0;131.845;Berlin Ostbahnhof - Guben (DB-Grenze)
6154;75.779;81.698;Frankfurt (Oder)-Rosengarten. W 2 - Frankfurt (Oder) Rbf. W 208
6155;-648;4.135;Frankfurt (Oder) Pbf. W 66 - Oderbrücke (DB-Grenze)
6156;101.895;131.580;Werbig Pbf - Frankfurt (Oder) Pbf. W 380
6157;24.453;26.313;Booßen. W 15 - Frankfurt (Oder) Rbf. Stw Fgw. W 17. G-Bahn
6158;-21;1.479;Kietz. W 1 - Kietz. W 40
6159;151.162;152.264;Frankfurt (Oder) Abzw Afs. W 1 - Frankfurt (Oder) Pbf. W 397. G-Bahn
6160;-1.204;3.301;Biesdorfer Kreuz Nord. W 83 - Hohenschönhausen. W 102
6161;0;3.340;Frankfurt (Oder) Rbf - Frankfurt (Oder) Pbf. W 383
6162;-506;2.609;Frankfurt (Oder) Pbf. W 385 - Frankfurt (Oder) Rbf. W 265
6163;294;1.080;Frankfurt (Oder) Rbf.Stw Fgm.W 234 - Frankfurt (Oder) Rbf. Stw Fgs. W 406
6164;14.780;15.655;Treptower Park - Treptow Abzw Vtw
6165;-640;3.540;Berlin-Spreeufer - Berlin-Moabit. W 10. G-Bahn
6166;29;1.070;Berlin Eberswalder Straße - Bornholmer Straße. G-Bahn
6167;0;2.700;Berlin-Pankow - Bornholmer Straße. G-Bahn
6168;5.061;6.503;Berlin-Tempelhof Rbf. W 164 - Berlin-Südende. W 14. G-Bahn
6169;5;1.209;Berlin-Zehlendorf - Berlin-Zehlendorf (Berggleis)
6170;0;36.966;Berlin-Moabit - Berlin-Moabit
6171;0;15.000;Abzw Wedding. W 103 - Berlin-Papestraße. N-S Fernbahn (Planungstitel)
6172;21.670;23.823;Berlin-Tempelhof. W 3 - Berlin-Tempelhof Rbf. W 88
6173;1.100;18.712;Berlin Anhalter Gbf - Großbeeren. W 36
6174;4.340;6.288;Berlin-Tempelhof Rbf. Stw Tnt - Mariendorf. W 3. G-Bahn
6175;116;1.739;Papestraße. Stw Vdp. W 2 - Berlin-Tempelhof Rbf. W 92
6176;23.862;25.498;Papestraße. Stw Vdp. W 12 - Bln-Schöneberg. Stw Sgw. W 29. G-Bahn
6177;0;21.860;Berlin Potsdamer Gbf - Griebnitzsee
6178;-195;2.069;Berlin Grunewald. Stw Gdr - Berlin-Halensee. W 64. G-Bahn
6179;15.105;24.207;Berlin-Charlottenburg Gbf. Stw Chag - Wustermark Rbf. W 16
6183;3.924;37.387;Berlin-Schönholz. W 78 - Kremmen. W 48
6184;12.184;18.743;Bln-Zehlendorf. W 1 --Stw Zwt-- - Berlin-Wannsee. W 59. G-Bahn
6185;12.000;180.000;Berlin-Ruhleben - Wolfsburg (Planungstitel)
6190;-1.062;1.018;Doberlug-Kirchhain unterer Bf. W 80 - Doberlug-Kirchhain oberer Bf. W 6
6191;-33;3.083;Abzw Hennersdorf West. W 1 - Abzw Doberlug-Kirchhain Nord. W 3
6192;0;1.664;Elsterwerda - Elsterwerda-Biehla. W 16
6193;84.898;126.497;Lübbenau (Spreewald). W 6 - NL-Grenze km 113.75 - Senftenberg. W 11
6194;125.463;156.356;Senftenberg. W 92 - Kamenz (Sachs). W 1
6195;47.210;48.955;Senftenberg Stw B 7. W 169 - Gleis 167 - Senftenberg Stw B 10. W 472. G-Bahn
6196;47.396;48.791;Senftenberg Stw B 7. W 173 - Gleis 165 - Senftenberg Stw B 10. W 469. G-Bahn
6197;121.554;123.164;Abzw Dörrwalde. W 111 - Abzw Sornoer Buden West. W 4
6198;-713;13.286;Brieske. W 52 - Abzw. Peickwitz - Hohenbocka
6199;7.335;8.805;Abzw Peickwitz - Hohenbocka. W 56
6200;-16;46.286;Kamenz (Sachs). W 1 - Arnsdorf (b. Dresden) - Pirna. Gl 52
6201;111.824;113.177;Cottbus. Abzw CBN. W 54 - Cottbus. Stw W 10. W 112
6202;77.538;79.745;Cottbus Südwest. W 12 - Cottbus. W 568
6203;170.840;173.514;Cottbus. Abzw CFW. W 3 - Cottbus. W 281. G-Bahn
6204;0;1.003;Cottbus. Abzw CFW. W 4 - Cottbus. Stw W 9. W 4
6205;-475;23.600;Cottbus. W 261 - Forst (Lausitz) (DB-Grenze)
6206;905;1.641;Guben. W 52 - Guben Nord. (DB-Grenze)
6207;13.530;233.493;(Wegliniec) - Bahnverwaltungsgrenze km 13.424 - Horka (DB-Grenze) - Horka Gbf - Roßlau (Elbe). W 14
6208;579;2.774;Horka Gbf. W 37 - Horka Pbf. W 1
6209;-27;1.795;Abzw Särichen. W 1 - Abzw Mückenhain. W 1
6210;30;1.855;Schlauroth. Stw Svt. W 4 - Schlauroth. Stw W 2. W 78
6211;251.715;252.997;(Zegorzelec) - Bahnverwaltungsgrenze km 251.770 - Görlitz. W 129
6212;-185;102.565;Görlitz. W 54 - Dresden-Neustadt Pbf. W 101
6213;-122;4.390;Görlitz. W 63 - Schlauroth. W 168. G-Bahn
6214;24.348;60.625;(Hradek) - Bahnverwaltungsgrenze km 24.528 - Zittau - Abzw. Oberoderwitz - Löbau (Sachs). Gl 31
6215;-494;33.303;Oberoderwitz. W 3 - Wilthen. W 16
6216;-715;64.114;Bautzen. W 44 - Bad Schandau Gl 9
6217;165;9.703;Neukirch (Lausitz) West. W 18 - Bischofswerda. W 96
6218;870;37.479;Knappenrode. W 6 - Abzw Sornoer Buden West. W 3
6219;35.829;37.283;Abzw Sornoer Buden Ost. W 21 - Abzw Sornoer Buden Nord. W 11
6220;176.488;188.000;Merzdorf (b Cottbus). W2 - Peitz Ost (Planungstitel)
6221;123;4.152;Knappenrode Süd. W 28 - Knappenrode. W 48
6222;9.673;20.307;Abzw Spreewitz Süd. W 103 - NL-Grenze km 18.500 - Graustein. W 16
6223;310;1.612;Spreewitz. W 6 - Abzw Spreewitz Nord. W 112
6224;-21;1.520;Abzw Graustein Süd. W A13 - Awanst Graustein Ost. W 2
6225;-133;16.660;Abzw Lindthal. W 3 - Abzw Altdöbern Süd. W 106
6239;0;35.000;Pirna - Dresden-Neustadt - Coswig (Planungstitel)
6240;11.859;66.333;(Decin) - Staatsgrenze km 11.860 - Schöna - Dresden-Neustadt Pbf
6241;61.529;67.242;Dresden Hbf. W 1 - Dresden-Neustadt. W 4
6242;61.560;64.570;BK Hetzdorf - Falkenau Süd
6243;-14;556;Abzw. Dresden Hbf. W 196 - Dresden-Altstadt. W 119 (Gl.59 und 60)
6244;-4;816;Dresden-Friedrichstadt. W 135 - Abzw Dresden Mitte. W 1
6245;-16;516;Dresden-Neustadt. Stw 4. W 29 - Dresden-Neustadt Gbf. W 133
6246;-23;2.583;Abzw Dresden-Pieschen. W 1 - Dresden-Neustadt. W 83
6247;138;813;Dresden-Friedrichstadt. W 131 - Abzw Dresden Mitte. W 9
6248;4;50.360;Dresden-Friedrichstadt. W 135 - Großenhain Berl. Bf - Elsterwerda km 50.4
6249;-12;3.660;Radebeul-Naundorf. W 105 - Abzw B Coswig (b. Dresden). W 223
6250;-16;956;Großenhain Berl Bf. W 16 - Großenhain Cottb Bf. W 6
6251;-66;2.078;Abzw Az. W 111 - Radebeul West. W 8
6252;226;5.020;Großenhain Cottb Bf. Gl.1 - Priestewitz. W 9
6253;0;153.286;Großenhain Cottb Bf. Gl 1 - Senftenberg - NL-Grenze km 56.200 - Frankfurt (Oder) Pbf. W 280
6254;140.471;141.962;Röderau. W 5 - Abzw Röderau Bogendreieck. W 3
6255;-460;65.790;Riesa. W 82 - Chemnitz Hbf. Gl. 81
6256;-323;678;Riesa. Stw Po 5. Gl 106 - Riesa. Stw 4. G-Bahn
6257;0;3.096;Chemnitz-Hilbersdorf - Chemnitz Hbf
6258;0;136.256;Dresden Hbf. Gl 67 - Abzw Werdau Bogendreieck. W 6 (km 136.239)
6259;5.555;13.820;Freital Ost. W 3 - Tharandt. W 67
6260;0;2.870;Freital-Potschappel - Freital-Hainsberg. W 62
